bbl,address,building_area_sqft,year_built,year_alter1,year_alter2,last_known_alteration,owner_name,owner_type,latitude,longitude,landuse,community_district,council_district,districts,in_hells_kitchen,in_community_board_4,in_council_district_3,zola_url,has_financing_document,document_type,document_date,document_amount,finance_amount_per_gross_sqft,rentable_sqft,finance_amount_per_rentable_sqft,document_crfn,property_type,street_address
1008030021.00000000,121 WEST 27 STREET,113129,1910,0,0,0,SIXTH AVENUE WEST ASSOCIATES LLC,,40.7460750,-73.9919376,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/803/21,True,MTGE,2017-09-19T00:00:00.000,16537716.26,146.18,143673.83,115.11,2017000394419,CR,121 WEST 27 STREET
1008020056.00000000,122 WEST 27 STREET,117291,1912,0,0,0,NORTHERN STAR TEXTILE CORP,,40.7457402,-73.9923130,5,105,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/802/56,True,MTGE,2022-10-31T00:00:00.000,481099.29,4.1,148959.57,3.23,2022000415413,OF,122 WEST 27 STREET
1008030067.00000000,150 WEST 28 STREET,123557,1927,1964,0,1964,150 WEST 28TH STREET LLC,,40.7467613,-73.9928181,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/803/67,True,MTGE,2002-06-18T00:00:00.000,7250000,58.68,156917.39,46.2,2003000221022,OF,150 WEST 28 STREET
1008020008.00000000,151 WEST 26 STREET,179131,1911,1989,0,1989,ABNER PROPERTIES CO,,40.7458336,-73.9932766,5,105,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/802/8,False,,,,0.0,0.0,0.0,,,151 WEST 26 STREET
1007790057.00000000,224 WEST 30 STREET,142801,1925,1989,0,1989,"MB HAMPTONS, LLC",,40.7488419,-73.9939115,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/779/57,True,MTGE,2016-03-17T00:00:00.000,18500000,129.55,181357.27,102.01,2016000113359,CR,224 WEST 30 STREET
1007790041.00000000,352 7 AVENUE,127488,1923,0,0,0,"352 ACQUISITION COMPANY,",,40.7485783,-73.9929695,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/779/41,True,MTGE,2019-01-15T00:00:00.000,11576406.04,90.8,161909.76,71.5,2019000026028,CR,352 7 AVENUE
1008040001.00000000,319 7 AVENUE,410334,1920,1980,0,1980,333 SEVENTH LLC,P,40.7474090,-73.9928289,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/804/1,True,MTGE,2023-05-23T00:00:00.000,31490000,76.74,521124.18,60.43,2023000141780,OF,319 7 AVENUE
1007780043.00000000,330 7 AVENUE,240534,1929,0,0,0,SUPER NOVA 330,,40.7477659,-73.9933738,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/778/43,True,MTGE,2005-08-03T00:00:00.000,27006562.74,112.28,305478.18,88.41,2005000503073,OF,330 7 AVENUE
1008050003.00000000,345 7 AVENUE,190325,1928,0,0,0,345  7TH AVENUE REALTY OWNER LLC,,40.7480513,-73.9924138,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/805/3,True,DEED,2025-01-08T00:00:00.000,73000000,383.55,241712.75,302.01,2025000015484,CR,345 7 AVENUE
1008050094.00000000,144 WEST 30 STREET,216841,1926,0,0,0,150 HABERN LLC,,40.7480348,-73.9919915,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/805/94,True,MTGE,2019-07-11T00:00:00.000,10000000.00,46.12,275388.07,36.31,2019000243762,OF,144 WEST 30 STREET
1007780048.00000000,214 WEST 29 STREET,125042,1925,0,0,0,WALSAM NEW 29 LLC,,40.7480679,-73.9939981,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/778/48,True,MTGE,2019-06-27T00:00:00.000,14000000.00,111.96,158803.34,88.16,2019000215218,OF,214 WEST 29 STREET
1008030004.00000000,307 7 AVENUE,197612,1926,0,0,0,TANGELO LLC,,40.7468354,-73.9931357,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/803/4,True,MTGE,2019-10-17T00:00:00.000,75000000.00,379.53,250967.24,298.84,2019000414458,OF,307 7 AVENUE
1008040059.00000000,134 WEST 29 STREET,115991,1910,0,0,0,134 WEST 29TH ST OWN CORP,,40.7471345,-73.9917859,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/804/59,True,MTGE,,16500,0.14,147308.57,0.11,,PA,134 WEST 29 STREET
1007790013.00000000,241 WEST 29 STREET,106960,1928,0,0,0,245 WEST 29 LLC,,40.7487870,-73.9945467,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/779/13,True,MTGE,2016-09-07T00:00:00.000,14708942.3,137.52,135839.2,108.28,2016000335331,OF,241 WEST 29 STREET
1006720001.00000000,601 WEST 26 STREET,1835150,1931,2023,0,2023,RXR SL OWNER LLC,,40.7515838,-74.0065544,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/672/1,True,MTGE,2020-04-06T00:00:00.000,50000000.00,27.25,2330640.5,21.45,2020000119479,OF,601 WEST 26 STREET
1006730001.00000000,261 11 AVENUE,1161731,1892,2020,2020,2020,TERMINAL FEE OWNER LP,,40.7522371,-74.0061935,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/673/1,True,MTGE,2021-07-23T00:00:00.000,192730698,165.9,1475398.37,130.63,2021000316121,CR,261 11 AVENUE
1007010001.00000000,302 11 AVENUE,213330,1913,1986,0,1986,"SM I MMS, L.L.C.",,40.7526133,-74.0035913,6,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/701/1,True,MTGE,2021-12-16T00:00:00.000,200034541.16,937.68,270929.1,738.33,2022000008008,CR,302 11 AVENUE
1007800010.00000000,251 WEST 30 STREET,104199,1927,2017,0,2017,251 WEST 30TH OWNER LLC,,40.7494704,-73.9942651,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/780/10,True,MTGE,2019-09-10T00:00:00.000,4222146.56,40.52,132332.73,31.91,2019000295551,OT,251 WEST 30 STREET
1008060026.00000000,115 WEST 30 STREET,151525,1912,0,0,0,ONE FIFTEEN W ASSOCSLP,,40.7478590,-73.9905082,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/806/26,True,MTGE,2019-01-24T00:00:00.000,15000000.00,98.99,192436.75,77.95,2019000032754,OF,115 WEST 30 STREET
1008070001.00000000,393 7 AVENUE,1103075,1926,0,0,0,VORNADO ELEVEN PENN PLAZA OWNER LLC,,40.7491464,-73.9911721,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/807/1,True,MTGE,2020-10-15T00:00:00.000,50000000.00,45.33,1400905.25,35.69,2020000302405,CR,393 7 AVENUE
1008090053.00000000,112 WEST 34 STREET,806417,1954,2017,0,2017,"ESRT 112 WEST 34TH STREET, L.P.",,40.7498159,-73.9890065,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/809/53,True,DEED,2014-07-15T00:00:00.000,26400000,32.74,1024149.59,25.78,2014000248556,CR,112 WEST 34 STREET
1010720010.00000000,543 WEST 43 STREET,156856,1920,0,0,0,"SM I MMS, L.L.C.",,40.7615145,-73.9969822,6,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1072/10,True,MTGE,2021-12-16T00:00:00.000,1706011000.00,10876.29,199207.12,8564.01,2022000008012,CR,543 WEST 43 STREET
1010750001.00000000,636 11 AVENUE,530130,1917,2007,0,2007,"PLAZA WEST ASSOCIATES, LLC",,40.7633946,-73.9955635,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1075/1,True,MTGE,2018-05-11T00:00:00.000,47536195.97,89.67,673265.1,70.61,2018000164599,CR,636 11 AVENUE
1010780023.00000000,501 WEST 49 STREET,159996,1959,1987,0,1987,"PICCADILLY HOTEL CO.,",,40.7645829,-73.9925527,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1078/23,False,,,,0.0,0.0,0.0,,,501 WEST 49 STREET
1010980036.00000000,711 11 AVENUE,117975,1930,1982,2014,2014,"LTS 711 11TH AVENUE,",,40.7665263,-73.9948304,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1098/36,True,MTGE,2018-05-31T00:00:00.000,64856.87,0.55,149828.25,0.43,2018000216532,CR,711 11 AVENUE
1010990021.00000000,609 WEST 51 STREET,121638,1924,1987,2000,2000,PIANO DEVELOPMENT CORPORATION,,40.7671466,-73.9948051,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1099/21,True,MTGE,2009-04-03T00:00:00.000,22000000,180.86,154480.26,142.41,2009000112625,OF,609 WEST 51 STREET
1010980029.00000000,601 WEST 50 STREET,103788,1940,2023,0,2023,BCAL 707 PROPERTY LLC,,40.7662491,-73.9949279,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1098/29,True,DEED,2022-02-22T00:00:00.000,95000000.00,915.33,131810.76,720.73,2022000111333,CR,601 WEST 50 STREET
1010850001.00000000,530 WEST 57 STREET,490080,1937,2013,2007,2013,CBS BROADCASTING INC.,,40.7695260,-73.9906640,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1085/1,True,DEED,2019-11-07T00:00:00.000,1.00,0.0,622401.6,0.0,2019000386721,CR,530 WEST 57 STREET
1010840001.00000000,802 11 AVENUE,228000,1967,1986,2011,2011,"VW CREDIT, INC.",,40.7691226,-73.9916496,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1084/1,True,DEED,2009-11-12T00:00:00.000,84350000,369.96,289560.0,291.3,2009000387905,CR,802 11 AVENUE
1011020018.00000000,619 WEST 54 STREET,320116,1900,1989,2015,2015,SPITIP 619W54 PROPERTY OWNER LLC,,40.7691585,-73.9936822,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1102/18,True,MTGE,2021-07-23T00:00:00.000,2364229.00,7.39,406547.32,5.82,2021000297468,CR,619 WEST 54 STREET
1010850023.00000000,513 WEST 56 STREET,186100,1984,0,0,0,CBS BROADCASTING INC.,,40.7688645,-73.9895160,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1085/23,True,DEED,2019-11-07T00:00:00.000,1.00,0.0,236347.0,0.0,2019000386721,CR,513 WEST 56 STREET
1011020011.00000000,760 JOE DIMAGGIO HIGHWAY,152375,1930,1983,0,1983,760 12TH LLC,,40.7693753,-73.9941948,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1102/11,True,MTGE,2006-09-20T00:00:00.000,18603295.12,122.09,193516.25,96.13,2006000549833,OT,760 JOE DIMAGGIO HIGHWAY
1007620050.00000000,318 WEST 39 STREET,156508,1915,0,0,0,"QUADRI-PLANETARY ASSOCIATES,",,40.7556241,-73.9924634,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/762/50,True,MTGE,2015-07-09T00:00:00.000,12322369.66,78.73,198765.16,61.99,2015000269457,CR,318 WEST 39 STREET
1010320048.00000000,330 WEST 42 STREET,552775,1931,2021,0,2021,DECO TOWERS ASSOCIATES LLC,,40.7575041,-73.9915825,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1032/48,True,MTGE,2019-05-17T00:00:00.000,104211875,188.52,702024.25,148.44,2019000178857,OF,330 WEST 42 STREET
1007630024.00000000,315 WEST 39 STREET,132684,1927,0,0,0,315 ASSOCIATES,,40.7559506,-73.9920664,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/763/24,True,MTGE,2019-09-12T00:00:00.000,5000000.00,37.68,168508.68,29.67,2019000300758,CR,315 WEST 39 STREET
1007620033.00000000,575 8 AVENUE,224400,1925,0,0,0,PENNBUS REALTIES LLC,,40.7550311,-73.9918066,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/762/33,False,,,,0.0,0.0,0.0,,,575 8 AVENUE
1007620042.00000000,589 8 AVENUE,112700,1927,2001,0,2001,TOWER 39 ASSOCIATES,,40.7553358,-73.9915900,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/762/42,True,MTGE,2013-09-19T00:00:00.000,13700000,121.56,143129.0,95.72,2013000408649,OF,589 8 AVENUE
1007620019.00000000,325 WEST 38 STREET,110188,1929,0,0,0,NINHURSAG PROPERTIES LLC,,40.7554127,-73.9927125,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/762/19,True,MTGE,2021-09-17T00:00:00.000,8694491.47,78.91,139938.76,62.13,2021000396564,CR,325 WEST 38 STREET
1006270043.00000000,320 WEST 13 STREET,181550,1912,1986,0,1986,320 WEST 13TH REALTY LLC,,40.7390761,-74.0041282,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/627/43,True,MTGE,2018-06-28T00:00:00.000,2000000,11.02,230568.5,8.67,2018000235267,CR,320 WEST 13 STREET
1006450029.00000000,416 WEST 13 STREET,144000,1902,2014,0,2014,"GREENWAY MEWS RELATY,",,40.7403413,-74.0071668,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/645/29,True,MTGE,,500000,3.47,182880.0,2.73,,PA,416 WEST 13 STREET
1007720064.00000000,216 WEST 23 STREET,170750,1885,1989,2012,2012,CHELSEA HOTEL OWNER LLC,,40.7443104,-73.9968892,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/772/64,True,DEED,2016-10-28T00:00:00.000,92007576.72,538.84,216852.5,424.29,2016000389768,CR,216 WEST 23 STREET
1007940030.00000000,615 AVENUE OF THE AMER,134235,1877,1987,0,1987,625 OWNERSHIP,,40.7403140,-73.9952005,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/794/30,True,MTGE,2021-01-28T00:00:00.000,15193644.38,113.19,170478.45,89.12,2021000040075,OF,615 AVENUE OF THE AMER
1007950044.00000000,641 AVENUE OF THE AMER,149885,1902,0,0,0,"641 AOA OWNER, LLC",,40.7409837,-73.9947349,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/795/44,True,MTGE,2021-09-29T00:00:00.000,212089000,1415.01,190353.95,1114.18,2021000413006,CR,641 AVENUE OF THE AMER
1007970037.00000000,675 AVENUE OF THE AMER,237000,1902,2014,1998,2014,675 OWNERSHIP LLC,,40.7421227,-73.9939879,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/797/37,True,MTGE,2019-05-16T00:00:00.000,29008922.64,122.4,300990.0,96.38,2019000162200,CR,675 AVENUE OF THE AMER
1008180041.00000000,110 5 AVENUE,148940,1890,2012,1987,2012,110 FIFTH REALTY CORP.,,40.7376734,-73.9929274,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/818/41,True,MTGE,2019-04-17T00:00:00.000,14709160.58,98.76,189153.8,77.76,2019000134831,CR,110 5 AVENUE
1008180051.00000000,114 5 AVENUE,351552,1909,1989,2012,2012,"114 FIFTH AVENUE ASSOCIATES, LLC",,40.7379204,-73.9927830,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/818/51,True,MTGE,2015-10-20T00:00:00.000,33149472.89,94.29,446471.04,74.25,2015000387957,CR,114 5 AVENUE
1008180066.00000000,26 WEST 17 STREET,106770,1908,1981,0,1981,EDMAL REALTY CO. LLC,,40.7384036,-73.9939341,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/818/66,True,DEED,2020-12-15T00:00:00.000,33564375.00,314.36,135597.9,247.53,2020000367069,CR,26 WEST 17 STREET
1008190010.00000000,47 WEST 17 STREET,179186,1907,0,0,0,44 WEST 18TH STREET LLC,,40.7392051,-73.9943851,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/819/10,True,DEED,2023-07-20T00:00:00.000,28128555.63,156.98,227566.22,123.61,2023000186186,CR,47 WEST 17 STREET
1008190044.00000000,126 5 AVENUE,100621,1906,1980,0,1980,"126-8 FIFTH AVENUE, LLC",,40.7385050,-73.9922308,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/819/44,False,,,,0.0,0.0,0.0,,,126 5 AVENUE
1008190056.00000000,18 WEST 18 STREET,173152,1904,0,0,0,17-18 MANAGEMENT COMPANY,,40.7388015,-73.9934288,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/819/56,True,MTGE,2018-04-06T00:00:00.000,20500000,118.39,219903.04,93.22,2018000123897,CR,18 WEST 18 STREET
1008200026.00000000,23 WEST 18 STREET,191400,1902,1987,0,1987,18-19TH ASSOCIATES,,40.7393614,-73.9929019,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/820/26,True,MTGE,2022-06-28T00:00:00.000,4000000.00,20.9,243078.0,16.46,2022000297138,CR,23 WEST 18 STREET
1008200038.00000000,130 5 AVENUE,120000,1903,0,0,0,"ROC-FIFTH AVENUE ASSOCIATES,",,40.7388179,-73.9920467,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/820/38,True,MTGE,2022-07-27T00:00:00.000,25000000.00,208.33,152400.0,164.04,2022000304618,CR,130 5 AVENUE
1008210014.00000000,39 WEST 19 STREET,107152,1910,2019,2014,2019,ABNER PROPERTIES CO,,40.7401602,-73.9933746,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/821/14,False,,,,0.0,0.0,0.0,,,39 WEST 19 STREET
1008210041.00000000,148 5 AVENUE,187536,1890,2019,2019,2019,150 5TH AVENUE OFFICE LLC,,40.7396743,-73.9915234,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/821/41,True,DEED,2007-11-01T00:00:00.000,155000000,826.51,238170.72,650.79,2007000558312,CR,148 5 AVENUE
1008220009.00000000,37 WEST 20 STREET,105942,1910,0,0,0,37 WEST 20 COMPANY,,40.7408162,-73.9931002,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/822/9,True,MTGE,,755384.97,7.13,134546.34,5.61,,PA,37 WEST 20 STREET
1008220031.00000000,154 5 AVENUE,184509,1895,1979,0,1979,156 5 AVE CORP,,40.7400448,-73.9912744,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/822/31,True,MTGE,,2138427.19,11.59,234326.43,9.13,,PA,154 5 AVENUE
1008220054.00000000,22 WEST 21 STREET,101368,1908,2015,0,2015,21 BUILDING CORP,,40.7407063,-73.9921331,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/822/54,True,MTGE,,2150000,21.21,128737.36,16.7,,PA,22 WEST 21 STREET
1008230055.00000000,20 WEST 22 STREET,169887,1911,1990,0,1990,ELK REALTY LLC,,40.7412744,-73.9915954,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/823/55,True,MTGE,2017-05-30T00:00:00.000,40000000,235.45,215756.49,185.39,2017000204253,CR,20 WEST 22 STREET
1008250031.00000000,1097 BROADWAY,704950,1909,2012,2008,2012,200 FIFTH OWNER LLC,,40.7421554,-73.9898955,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/825/31,True,MTGE,2018-11-26T00:00:00.000,200000000,283.71,895286.5,223.39,2018000395827,CR,1097 BROADWAY
1008270028.00000000,1121 BROADWAY,105667,1897,1987,0,1987,1123 TOWNSEND LLC,,40.7433767,-73.9894190,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/827/28,True,MTGE,2017-12-28T00:00:00.000,9253435.14,87.57,134197.09,68.95,2018000003386,CR,1121 BROADWAY
1008280009.00000000,37 WEST 26 STREET,112259,1909,1986,0,1986,KIAMIE PRINCESS MARION REALTY CORP,,40.7446202,-73.9904148,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/828/9,True,MTGE,2016-11-29T00:00:00.000,18198985.06,162.12,142568.93,127.65,2016000441489,CR,37 WEST 26 STREET
1008280033.00000000,1140 BROADWAY,128010,1916,1989,0,1989,1140 LLC,,40.7439256,-73.9887008,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/828/33,True,MTGE,2017-05-17T00:00:00.000,20191880.75,157.74,162572.7,124.2,2017000191198,CR,1140 BROADWAY
1008280041.00000000,228 5 AVENUE,404245,1915,1989,0,1989,230 5 AVE ASSOC,,40.7441315,-73.9884409,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/828/41,True,MTGE,2022-08-18T00:00:00.000,8041007.40,19.89,513391.15,15.66,2022000353200,CR,228 5 AVENUE
1008290016.00000000,31 WEST 27 STREET,106800,1909,2019,0,2019,"31 WEST 27TH STREET PROPERTY INVESTORS I V, LLC",,40.7450428,-73.9894909,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/829/16,True,MTGE,2019-08-29T00:00:00.000,19725000,184.69,135636.0,145.43,2019000286331,CR,31 WEST 27 STREET
1008300054.00000000,1186 BROADWAY,185000,1904,1989,2008,2008,LGF ENTERPRISES,,40.7456630,-73.9882602,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/830/54,True,MTGE,2020-03-06T00:00:00.000,100000000.00,540.54,234950.0,425.62,2020000088400,CR,1186 BROADWAY
1008320066.00000000,1226 BROADWAY,133394,1868,1986,0,1986,1234 BROADWAY LLC,,40.7471616,-73.9879892,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/832/66,True,DEED,2004-04-22T00:00:00.000,18950000,142.06,169410.38,111.86,2004000317296,IB,1226 BROADWAY
1008470001.00000000,109 5 AVENUE,214700,1895,2015,2013,2015,BJW REALTY LLC,,40.7384885,-73.9912096,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/847/1,True,MTGE,2020-01-22T00:00:00.000,187588200,873.72,272669.0,687.97,2020000037395,CR,109 5 AVENUE
1010150029.00000000,1493 BROADWAY,686603,1927,2016,2015,2016,PARAMOUNT LEASEHOLD L.P.,,40.7572210,-73.9867132,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1015/29,True,MTGE,2019-12-12T00:00:00.000,70000000.00,101.95,871985.81,80.28,2019000414407,OF,1493 BROADWAY
1010157501.00000000,229 WEST 43 STREET,589617,1932,2008,0,2008,229 WEST 43RD STREET CONDOMINIUM,,40.7575093,-73.9874965,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1015/7501,False,,,,0.0,0.0,0.0,,,229 WEST 43 STREET
1010180006.00000000,235 WEST 46 STREET,215879,1928,2012,2010,2012,BECKER-PARAMOUNT FEE LLC,,40.7596391,-73.9870124,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1018/6,False,,,,0.0,0.0,0.0,,,235 WEST 46 STREET
1010210019.00000000,1613 BROADWAY,158150,1931,0,0,0,1619 BROADWAY REALTY LLC,,40.7611347,-73.9846441,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1021/19,True,MTGE,2015-06-09T00:00:00.000,76600000,484.35,200850.5,381.38,2015000203564,OF,1613 BROADWAY
1006090007.00000000,154 WEST 14 STREET,140044,1913,0,0,0,ABNER PROPERTIES COMPANY,,40.7381622,-73.9995598,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/609/7,False,,,,0.0,0.0,0.0,,,154 WEST 14 STREET
1010130039.00000000,214 WEST 42 STREET,119905,1903,2008,0,2008,NEW AMSTERDAM DEVELOPMENT CORPORATION,C,40.7559201,-73.9880454,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1013/39,True,MTGE,,4000000,33.36,152279.35,26.27,,PA,214 WEST 42 STREET
1010950035.00000000,653 11 AVENUE,153363,1929,1989,2007,2007,CE INK 48 DE OWNER LLC,,40.7645666,-73.9959930,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1095/35,True,DEED,2024-12-12T00:00:00.000,57789019,376.81,194771.01,296.7,2024000330521,CR,653 11 AVENUE
1006010047.00000000,120 LEROY STREET,118422,1920,2012,2018,2018,"LF GREENWICH,",,40.7300676,-74.0079739,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/601/47,True,MTGE,2018-10-23T00:00:00.000,6713830.22,56.69,150395.94,44.64,2018000358093,CR,120 LEROY STREET
1010250054.00000000,244 WEST 54 STREET,134441,1911,2018,0,2018,WEST 54TH STREET LLC,,40.7642334,-73.9835134,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1025/54,True,MTGE,2022-03-09T00:00:00.000,28974856.49,215.52,170740.07,169.7,2022000135680,CR,244 WEST 54 STREET
1010250025.00000000,1690 BROADWAY,596559,1968,0,0,0,1700 BROADWAY OWNER LLC,,40.7635113,-73.9822718,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1025/25,True,DEED,2018-01-24T00:00:00.000,453050000,759.44,757629.93,597.98,2018000031044,CR,1690 BROADWAY
1010220043.00000000,1631 BROADWAY,2438059,1972,1989,0,1989,"1633 BROADWAY OWNER II, LP",,40.7621064,-73.9847016,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1022/43,True,MTGE,2015-12-02T00:00:00.000,50000000,20.51,3096334.93,16.15,2015000440990,OF,1631 BROADWAY
1010240015.00000000,1675 BROADWAY,762619,1987,2018,0,2018,BROADWAY 52ND LP,,40.7631025,-73.9835462,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1024/15,True,MTGE,2015-05-05T00:00:00.000,83674601.43,109.72,968526.13,86.39,2015000157063,CR,1675 BROADWAY
1007940025.00000000,125 WEST 18 STREET,228000,1917,1987,0,1987,WASSERSTEIN ENTERPRISES,,40.7405528,-73.9957634,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/794/25,True,MTGE,2017-11-29T00:00:00.000,3000000,13.16,289560.0,10.36,2017000455852,OF,125 WEST 18 STREET
1010660012.00000000,440 WEST 57 STREET,441347,1964,0,0,0,YS 440W57 OWNER LLC,P,40.7681753,-73.9874692,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1066/12,True,DEED,2021-03-31T00:00:00.000,154912500.00,351.0,560510.69,276.38,2021000127276,CR,440 WEST 57 STREET
