bbl,address,building_area_sqft,year_built,owner_name,owner_type,latitude,longitude,landuse,community_district,council_district,districts,in_hells_kitchen,in_community_board_4,in_council_district_3,zola_url,has_financing_document,document_type,document_category,document_date,document_amount,document_crfn,document_party,document_id,property_type,street_address
1008040059.00000000,134 WEST 29 STREET,115991,1910,134 WEST 29TH ST OWN CORP,,40.7471345,-73.9917859,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/804/59,True,MTGE,Mortgage,,330000000,,Document ID: FT_1660000051466,FT_1660000051466,PA,134 WEST 29 STREET
1007790013.00000000,241 WEST 29 STREET,106960,1928,245 WEST 29 LLC,,40.7487870,-73.9945467,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/779/13,True,MTGE,Mortgage,,334187.31,,Document ID: FT_1240006377824,FT_1240006377824,PA,241 WEST 29 STREET
1006720001.00000000,601 WEST 26 STREET,1835150,1931,RXR SL OWNER LLC,,40.7515838,-74.0065544,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/672/1,True,MTGE,Mortgage,,52500000,,Document ID: FT_1370006653337,FT_1370006653337,PA,601 WEST 26 STREET
1006730001.00000000,261 11 AVENUE,1161731,1892,TERMINAL FEE OWNER LP,,40.7522371,-74.0061935,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/673/1,True,MTGE,Mortgage,,3724882.85,,Document ID: FT_1550006157355,FT_1550006157355,PA,261 11 AVENUE
1007010001.00000000,302 11 AVENUE,213330,1913,"SM I MMS, L.L.C.",,40.7526133,-74.0035913,6,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/701/1,True,MTGE,Mortgage,2021-12-16T00:00:00.000,200034541.16,2022000008008,CRFN: 2022000008008,2021122101563001,CR,302 11 AVENUE
1007800010.00000000,251 WEST 30 STREET,104199,1927,251 WEST 30TH OWNER LLC,,40.7494704,-73.9942651,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/780/10,True,MTGE,Mortgage,,2000848.86,,Document ID: FT_1850008733785,FT_1850008733785,PA,251 WEST 30 STREET
1008060026.00000000,115 WEST 30 STREET,151525,1912,ONE FIFTEEN W ASSOCSLP,,40.7478590,-73.9905082,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/806/26,True,MTGE,Mortgage,,3750000,,Document ID: FT_1570000399557,FT_1570000399557,PA,115 WEST 30 STREET
1008070001.00000000,393 7 AVENUE,1103075,1926,VORNADO ELEVEN PENN PLAZA OWNER LLC,,40.7491464,-73.9911721,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/807/1,True,MTGE,Mortgage,,1932746.56,,Document ID: FT_1710005679871,FT_1710005679871,PA,393 7 AVENUE
1008090053.00000000,112 WEST 34 STREET,806417,1954,"ESRT 112 WEST 34TH STREET, L.P.",,40.7498159,-73.9890065,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/809/53,True,DEED,Deed,2014-07-15T00:00:00.000,26400000,2014000248556,CRFN: 2014000248556,2014071601539001,CR,112 WEST 34 STREET
1010720010.00000000,543 WEST 43 STREET,156856,1920,"SM I MMS, L.L.C.",,40.7615145,-73.9969822,6,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1072/10,True,MTGE,Mortgage,2021-12-16T00:00:00.000,1706011000.00,2022000008012,CRFN: 2022000008012,2021122101563005,CR,543 WEST 43 STREET
1010750001.00000000,636 11 AVENUE,530130,1917,"PLAZA WEST ASSOCIATES, LLC",,40.7633946,-73.9955635,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1075/1,True,MTGE,Mortgage,,6800000,,Document ID: FT_1890000215089,FT_1890000215089,PA,636 11 AVENUE
1010780023.00000000,501 WEST 49 STREET,159996,1959,"PICCADILLY HOTEL CO.,",,40.7645829,-73.9925527,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1078/23,False,,Unknown,,,,,,,501 WEST 49 STREET
1010980036.00000000,711 11 AVENUE,117975,1930,"LTS 711 11TH AVENUE,",,40.7665263,-73.9948304,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1098/36,True,MTGE,Mortgage,2018-05-31T00:00:00.000,64856.87,2018000216532,CRFN: 2018000216532,2018062900587005,CR,711 11 AVENUE
1010990021.00000000,609 WEST 51 STREET,121638,1924,PIANO DEVELOPMENT CORPORATION,,40.7671466,-73.9948051,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1099/21,True,MTGE,Mortgage,,4416575,,Document ID: FT_1960000169696,FT_1960000169696,PA,609 WEST 51 STREET
1010980029.00000000,601 WEST 50 STREET,103788,1940,BCAL 707 PROPERTY LLC,,40.7662491,-73.9949279,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1098/29,True,MTGE,Mortgage,,5957378.75,,Document ID: FT_1790007138979,FT_1790007138979,PA,601 WEST 50 STREET
1010850001.00000000,530 WEST 57 STREET,490080,1937,CBS BROADCASTING INC.,,40.7695260,-73.9906640,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1085/1,True,MTGE,Mortgage,,400000000,,Document ID: FT_1100000447610,FT_1100000447610,PA,530 WEST 57 STREET
1010840001.00000000,802 11 AVENUE,228000,1967,"VW CREDIT, INC.",,40.7691226,-73.9916496,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1084/1,True,DEED,Deed,2009-11-12T00:00:00.000,84350000,2009000387905,CRFN: 2009000387905,2009111900646002,CR,802 11 AVENUE
1011020018.00000000,619 WEST 54 STREET,320116,1900,SPITIP 619W54 PROPERTY OWNER LLC,,40.7691585,-73.9936822,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1102/18,True,MTGE,Mortgage,,3000000,,Document ID: FT_1780000005278,FT_1780000005278,PA,619 WEST 54 STREET
1010850023.00000000,513 WEST 56 STREET,186100,1984,CBS BROADCASTING INC.,,40.7688645,-73.9895160,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1085/23,True,MTGE,Mortgage,,400000000,,Document ID: FT_1100000447610,FT_1100000447610,PA,513 WEST 56 STREET
1011020011.00000000,760 JOE DIMAGGIO HIGHWAY,152375,1930,760 12TH LLC,,40.7693753,-73.9941948,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1102/11,True,MTGE,Mortgage,,5675000,,Document ID: FT_1300004995530,FT_1300004995530,PA,760 JOE DIMAGGIO HIGHWAY
1007620050.00000000,318 WEST 39 STREET,156508,1915,"QUADRI-PLANETARY ASSOCIATES,",,40.7556241,-73.9924634,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/762/50,True,MTGE,Mortgage,,675000,,Document ID: FT_1900000059290,FT_1900000059290,PA,318 WEST 39 STREET
1010320048.00000000,330 WEST 42 STREET,552775,1931,DECO TOWERS ASSOCIATES LLC,,40.7575041,-73.9915825,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1032/48,True,MTGE,Mortgage,,21235931.69,,Document ID: FT_1650000154165,FT_1650000154165,PA,330 WEST 42 STREET
1007630024.00000000,315 WEST 39 STREET,132684,1927,315 ASSOCIATES,,40.7559506,-73.9920664,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/763/24,True,MTGE,Mortgage,2019-09-12T00:00:00.000,5000000.00,2019000300758,CRFN: 2019000300758,2019091701315004,CR,315 WEST 39 STREET
1007620033.00000000,575 8 AVENUE,224400,1925,PENNBUS REALTIES LLC,,40.7550311,-73.9918066,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/762/33,False,,Unknown,,,,,,,575 8 AVENUE
1007620042.00000000,589 8 AVENUE,112700,1927,TOWER 39 ASSOCIATES,,40.7553358,-73.9915900,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/762/42,True,MTGE,Mortgage,,510655.95,,Document ID: FT_1890000040489,FT_1890000040489,PA,589 8 AVENUE
1007620019.00000000,325 WEST 38 STREET,110188,1929,NINHURSAG PROPERTIES LLC,,40.7554127,-73.9927125,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/762/19,True,MTGE,Mortgage,,1958730.73,,Document ID: FT_1980000115898,FT_1980000115898,PA,325 WEST 38 STREET
1006270043.00000000,320 WEST 13 STREET,181550,1912,320 WEST 13TH REALTY LLC,,40.7390761,-74.0041282,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/627/43,True,MTGE,Mortgage,,620000,,Document ID: FT_1930006170993,FT_1930006170993,PA,320 WEST 13 STREET
1006450029.00000000,416 WEST 13 STREET,144000,1902,"GREENWAY MEWS RELATY,",,40.7403413,-74.0071668,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/645/29,True,MTGE,Mortgage,,500000,,Document ID: FT_1620000051562,FT_1620000051562,PA,416 WEST 13 STREET
1007720064.00000000,216 WEST 23 STREET,170750,1885,CHELSEA HOTEL OWNER LLC,,40.7443104,-73.9968892,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/772/64,True,MTGE,Mortgage,2016-10-28T00:00:00.000,15000000,2016000389780,CRFN: 2016000389780,2016110201044013,CR,216 WEST 23 STREET
1007940030.00000000,615 AVENUE OF THE AMER,134235,1877,625 OWNERSHIP,,40.7403140,-73.9952005,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/794/30,True,MTGE,Mortgage,,2700000,,Document ID: FT_1960000073296,FT_1960000073296,PA,615 AVENUE OF THE AMER
1007950044.00000000,641 AVENUE OF THE AMER,149885,1902,"641 AOA OWNER, LLC",,40.7409837,-73.9947349,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/795/44,True,MTGE,Mortgage,,3851029.71,,Document ID: FT_1880006029888,FT_1880006029888,PA,641 AVENUE OF THE AMER
1007970037.00000000,675 AVENUE OF THE AMER,237000,1902,675 OWNERSHIP LLC,,40.7421227,-73.9939879,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/797/37,True,MTGE,Mortgage,,8621180.87,,Document ID: FT_1860005644986,FT_1860005644986,PA,675 AVENUE OF THE AMER
1008180041.00000000,110 5 AVENUE,148940,1890,110 FIFTH REALTY CORP.,,40.7376734,-73.9929274,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/818/41,True,MTGE,Mortgage,,12000000,,Document ID: FT_1930005218293,FT_1930005218293,PA,110 5 AVENUE
1008180051.00000000,114 5 AVENUE,351552,1909,"114 FIFTH AVENUE ASSOCIATES, LLC",,40.7379204,-73.9927830,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/818/51,True,MTGE,Mortgage,,9000000,,Document ID: FT_1900000378390,FT_1900000378390,PA,114 5 AVENUE
1008180066.00000000,26 WEST 17 STREET,106770,1908,EDMAL REALTY CO. LLC,,40.7384036,-73.9939341,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/818/66,True,DEED,Deed,2020-12-15T00:00:00.000,33564375.00,2020000367069,CRFN: 2020000367069,2020122101251001,CR,26 WEST 17 STREET
1008190010.00000000,47 WEST 17 STREET,179186,1907,44 WEST 18TH STREET LLC,,40.7392051,-73.9943851,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/819/10,True,MTGE,Mortgage,,161227.6,,Document ID: FT_1220000121622,FT_1220000121622,PA,47 WEST 17 STREET
1008190044.00000000,126 5 AVENUE,100621,1906,"126-8 FIFTH AVENUE, LLC",,40.7385050,-73.9922308,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/819/44,False,,Unknown,,,,,,,126 5 AVENUE
1008190056.00000000,18 WEST 18 STREET,173152,1904,17-18 MANAGEMENT COMPANY,,40.7388015,-73.9934288,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/819/56,True,MTGE,Mortgage,,3454356.6,,Document ID: FT_1530000109153,FT_1530000109153,PA,18 WEST 18 STREET
1008200026.00000000,23 WEST 18 STREET,191400,1902,18-19TH ASSOCIATES,,40.7393614,-73.9929019,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/820/26,True,MTGE,Mortgage,,1000000,,Document ID: FT_1670000094867,FT_1670000094867,PA,23 WEST 18 STREET
1008200038.00000000,130 5 AVENUE,120000,1903,"ROC-FIFTH AVENUE ASSOCIATES,",,40.7388179,-73.9920467,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/820/38,True,MTGE,Mortgage,,6000000,,Document ID: FT_1980006923998,FT_1980006923998,PA,130 5 AVENUE
1008210014.00000000,39 WEST 19 STREET,107152,1910,ABNER PROPERTIES CO,,40.7401602,-73.9933746,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/821/14,False,,Unknown,,,,,,,39 WEST 19 STREET
1008210041.00000000,148 5 AVENUE,187536,1890,150 5TH AVENUE OFFICE LLC,,40.7396743,-73.9915234,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/821/41,True,MTGE,Mortgage,,6000000,,Document ID: FT_1560007364056,FT_1560007364056,PA,148 5 AVENUE
1008220009.00000000,37 WEST 20 STREET,105942,1910,37 WEST 20 COMPANY,,40.7408162,-73.9931002,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/822/9,True,MTGE,Mortgage,,393000,,Document ID: FT_1800004760380,FT_1800004760380,PA,37 WEST 20 STREET
1008220031.00000000,154 5 AVENUE,184509,1895,156 5 AVE CORP,,40.7400448,-73.9912744,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/822/31,True,MTGE,Mortgage,,3000000,,Document ID: FT_1790000043979,FT_1790000043979,PA,154 5 AVENUE
1008220054.00000000,22 WEST 21 STREET,101368,1908,21 BUILDING CORP,,40.7407063,-73.9921331,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/822/54,True,MTGE,Mortgage,,241485.27,,Document ID: FT_1990000247599,FT_1990000247599,PA,22 WEST 21 STREET
1008230055.00000000,20 WEST 22 STREET,169887,1911,ELK REALTY LLC,,40.7412744,-73.9915954,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/823/55,True,MTGE,Mortgage,2017-05-30T00:00:00.000,40000000,2017000204253,CRFN: 2017000204253,2017060100494007,CR,20 WEST 22 STREET
1008250031.00000000,1097 BROADWAY,704950,1909,200 FIFTH OWNER LLC,,40.7421554,-73.9898955,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/825/31,True,MTGE,Mortgage,,885000,,Document ID: FT_1800004550480,FT_1800004550480,PA,1097 BROADWAY
1008270028.00000000,1121 BROADWAY,105667,1897,1123 TOWNSEND LLC,,40.7433767,-73.9894190,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/827/28,True,MTGE,Mortgage,,3203780.83,,Document ID: FT_1970006925897,FT_1970006925897,PA,1121 BROADWAY
1008280009.00000000,37 WEST 26 STREET,112259,1909,KIAMIE PRINCESS MARION REALTY CORP,,40.7446202,-73.9904148,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/828/9,True,MTGE,Mortgage,,2611226.91,,Document ID: FT_1930000207693,FT_1930000207693,PA,37 WEST 26 STREET
1008280033.00000000,1140 BROADWAY,128010,1916,1140 LLC,,40.7439256,-73.9887008,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/828/33,True,MTGE,Mortgage,,1059863.21,,Document ID: FT_1650006804665,FT_1650006804665,PA,1140 BROADWAY
1008280041.00000000,228 5 AVENUE,404245,1915,230 5 AVE ASSOC,,40.7441315,-73.9884409,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/828/41,True,MTGE,Mortgage,,2000000,,Document ID: FT_1800000290580,FT_1800000290580,PA,228 5 AVENUE
1008290016.00000000,31 WEST 27 STREET,106800,1909,"31 WEST 27TH STREET PROPERTY INVESTORS I V, LLC",,40.7450428,-73.9894909,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/829/16,True,MTGE,Mortgage,2019-08-29T00:00:00.000,14024572.00,2019000286331,CRFN: 2019000286331,2019090300144003,CR,31 WEST 27 STREET
1008300054.00000000,1186 BROADWAY,185000,1904,LGF ENTERPRISES,,40.7456630,-73.9882602,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/830/54,True,MTGE,Mortgage,,10000000,,Document ID: FT_1860000281886,FT_1860000281886,PA,1186 BROADWAY
1008320066.00000000,1226 BROADWAY,133394,1868,1234 BROADWAY LLC,,40.7471616,-73.9879892,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/832/66,True,MTGE,Mortgage,,772269.7,,Document ID: FT_1690005928269,FT_1690005928269,PA,1226 BROADWAY
1008470001.00000000,109 5 AVENUE,214700,1895,BJW REALTY LLC,,40.7384885,-73.9912096,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/847/1,True,MTGE,Mortgage,,4516988,,Document ID: FT_1630006189863,FT_1630006189863,PA,109 5 AVENUE
1010150029.00000000,1493 BROADWAY,686603,1927,PARAMOUNT LEASEHOLD L.P.,,40.7572210,-73.9867132,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1015/29,True,MTGE,Mortgage,,4950000,,Document ID: FT_1920006790992,FT_1920006790992,PA,1493 BROADWAY
1010157501.00000000,229 WEST 43 STREET,589617,1932,229 WEST 43RD STREET CONDOMINIUM,,40.7575093,-73.9874965,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1015/7501,False,,Unknown,,,,,,,229 WEST 43 STREET
1010180006.00000000,235 WEST 46 STREET,215879,1928,BECKER-PARAMOUNT FEE LLC,,40.7596391,-73.9870124,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1018/6,True,MTGE,Mortgage,,33500000,,Document ID: FT_1740000163974,FT_1740000163974,PA,235 WEST 46 STREET
1010210019.00000000,1613 BROADWAY,158150,1931,1619 BROADWAY REALTY LLC,,40.7611347,-73.9846441,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1021/19,True,MTGE,Mortgage,,1791127.47,,Document ID: FT_1990005349699,FT_1990005349699,PA,1613 BROADWAY
1006090007.00000000,154 WEST 14 STREET,140044,1913,ABNER PROPERTIES COMPANY,,40.7381622,-73.9995598,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/609/7,False,,Unknown,,,,,,,154 WEST 14 STREET
1010130039.00000000,214 WEST 42 STREET,119905,1903,NEW AMSTERDAM DEVELOPMENT CORPORATION,C,40.7559201,-73.9880454,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1013/39,True,MTGE,Mortgage,,4000000,,Document ID: FT_1350000021635,FT_1350000021635,PA,214 WEST 42 STREET
1010950035.00000000,653 11 AVENUE,153363,1929,CE INK 48 DE OWNER LLC,,40.7645666,-73.9959930,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1095/35,True,MTGE,Mortgage,,1257397.49,,Document ID: FT_1740000176674,FT_1740000176674,PA,653 11 AVENUE
1006010047.00000000,120 LEROY STREET,118422,1920,"LF GREENWICH,",,40.7300676,-74.0079739,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/601/47,True,MTGE,Mortgage,,7000000,,Document ID: FT_1720000356572,FT_1720000356572,PA,120 LEROY STREET
1010250054.00000000,244 WEST 54 STREET,134441,1911,WEST 54TH STREET LLC,,40.7642334,-73.9835134,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1025/54,True,MTGE,Mortgage,2022-03-09T00:00:00.000,28974856.49,2022000135680,CRFN: 2022000135680,2022031001052001,CR,244 WEST 54 STREET
1010250025.00000000,1690 BROADWAY,596559,1968,1700 BROADWAY OWNER LLC,,40.7635113,-73.9822718,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1025/25,True,MTGE,Mortgage,,7500000,,Document ID: FT_1900006248990,FT_1900006248990,PA,1690 BROADWAY
1010220043.00000000,1631 BROADWAY,2438059,1972,"1633 BROADWAY OWNER II, LP",,40.7621064,-73.9847016,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1022/43,True,MTGE,Mortgage,,79334163.34,,Document ID: FT_1890008903889,FT_1890008903889,PA,1631 BROADWAY
1010240015.00000000,1675 BROADWAY,762619,1987,BROADWAY 52ND LP,,40.7631025,-73.9835462,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1024/15,True,MTGE,Mortgage,,16000000,,Document ID: FT_1860000313586,FT_1860000313586,PA,1675 BROADWAY
1007940025.00000000,125 WEST 18 STREET,228000,1917,WASSERSTEIN ENTERPRISES,,40.7405528,-73.9957634,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/794/25,True,MTGE,Mortgage,,14447848.59,,Document ID: FT_1340000219734,FT_1340000219734,PA,125 WEST 18 STREET
1010660012.00000000,440 WEST 57 STREET,441347,1964,YS 440W57 OWNER LLC,P,40.7681753,-73.9874692,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1066/12,True,MTGE,Mortgage,,19000000,,Document ID: FT_1940006177494,FT_1940006177494,PA,440 WEST 57 STREET
1010650012.00000000,423 WEST 55 STREET,263438,1915,"423 WEST 55TH STREET,",,40.7674233,-73.9879639,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1065/12,False,,Unknown,,,,,,,423 WEST 55 STREET
1008560009.00000000,11 EAST 26 STREET,217991,1913,11 MSN L.L.C,,40.7434397,-73.9872284,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/856/9,True,MTGE,Mortgage,2021-12-23T00:00:00.000,188650000.00,2022000008251,CRFN: 2022000008251,2021122900795002,CR,11 EAST 26 STREET
1008510001.00000000,171 5 AVENUE,183449,1903,FLATIRON OWNER LLC,,40.7409916,-73.9896539,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/851/1,True,MTGE,Mortgage,,1586255.37,,Document ID: FT_1840000111784,FT_1840000111784,PA,171 5 AVENUE
1006920041.00000000,510 WEST 21 STREET,124385,1928,"SM I MMS, L.L.C.",,40.7465857,-74.0061064,6,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/692/41,True,MTGE,Mortgage,,255000,,Document ID: FT_1550000375455,FT_1550000375455,PA,510 WEST 21 STREET
1006920015.00000000,529 WEST 20 STREET,111329,1930,EKA 529 WEST 20TH STREET LLC,,40.7466296,-74.0069004,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/692/15,True,MTGE,Mortgage,,14000000,,Document ID: FT_1210000267221,FT_1210000267221,PA,529 WEST 20 STREET
1006870029.00000000,85 10 AVENUE,553472,1914,"85 TENTH AVENUE ASSOCIATES, L.L.C.",,40.7433852,-74.0079827,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/687/29,True,MTGE,Mortgage,,12250000,,Document ID: FT_1970000296297,FT_1970000296297,PA,85 10 AVENUE
1006940047.00000000,524 WEST 23 STREET,141934,1931,"SM I MMS, L.L.C.",,40.7479910,-74.0056121,6,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/694/47,True,MTGE,Mortgage,2021-12-16T00:00:00.000,1706011000.00,2022000008012,CRFN: 2022000008012,2021122101563005,CR,524 WEST 23 STREET
1006970047.00000000,518 WEST 26 STREET,218019,1910,WEST CHELSEA BUILDING LLC,,40.7499865,-74.0043057,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/697/47,True,MTGE,Mortgage,,1000000,,Document ID: FT_1780007286778,FT_1780007286778,PA,518 WEST 26 STREET
1006960065.00000000,210 11 AVENUE,108081,1911,"ONBAR,",,40.7498465,-74.0059046,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/696/65,True,MTGE,Mortgage,2018-09-14T00:00:00.000,1500000,2018000315188,CRFN: 2018000315188,2018091801132004,OF,210 11 AVENUE
1008570076.00000000,243 5 AVENUE,258639,1927,245 FIFTH OWNER LLC,,40.7443646,-73.9870767,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/857/76,True,MTGE,Mortgage,,7716985.3,,Document ID: FT_1900005038990,FT_1900005038990,PA,243 5 AVENUE
1008500001.00000000,149 5 AVENUE,173159,1918,149 5 AVE CORP,,40.7402066,-73.9899897,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/850/1,True,MTGE,Mortgage,2003-01-24T00:00:00.000,7000000,2003000043472,CRFN: 2003000043472,2003013000179001,OT,149 5 AVENUE
1007610053.00000000,330 WEST 38 STREET,180064,1928,HUDSON 38 HOLDINGS LLC,,40.7552563,-73.9934994,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/761/53,True,MTGE,Mortgage,,6390300,,Document ID: FT_1950004535695,FT_1950004535695,PA,330 WEST 38 STREET
1007590045.00000000,519 8 AVENUE,330291,1927,KAUFMAN 8TH AVENUE ASSOC,,40.7534118,-73.9930231,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/759/45,True,MTGE,Mortgage,,1306566.81,,Document ID: FT_1450006899645,FT_1450006899645,PA,519 8 AVENUE
1007610033.00000000,545 8 AVENUE,166874,1927,545 EIGHTH AVE ASSOC.,,40.7544987,-73.9921820,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/761/33,True,MTGE,Mortgage,,5005000,,Document ID: FT_1970007515997,FT_1970007515997,PA,545 8 AVENUE
1007600032.00000000,307 WEST 36 STREET,232458,1926,37TH ARCADE CO,,40.7540376,-73.9929076,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/760/32,True,MTGE,Mortgage,,76849.04,,Document ID: FT_1860005839786,FT_1860005839786,PA,307 WEST 36 STREET
